https://github.com/llnl/sundials	sundials	Official development repository for SUNDIALS - a SUite of Nonlinear and DIfferential/ALgebraic equation Solvers. Pull requests are welcome for bug fixes and minor changes.	C
https://github.com/llnl/UEDGE	UEDGE	2D fluid simulation of plasma and neutrals in magnetic fusion devices	Fortran
https://github.com/llnl/RAJAPerf	RAJAPerf	RAJA Performance Suite	Jupyter Notebook
https://github.com/llnl/benchmarks	benchmarks	Related to benchmarking activities for Advanced Simulation & Computing (ASC) Advanced Technology Systems	
https://github.com/llnl/benchpark	benchpark	An open collaborative repository for reproducible specifications of HPC benchmarks and cross site benchmarking environments	Python
https://github.com/llnl/zero-rk	zero-rk	Zero-order Reaction Kinetics (Zero-RK) is a software package that simulates chemically reacting systems in a computationally efficient manner.	C++
https://github.com/llnl/mgmol	mgmol	MGmol is a scalable O(N) First-Principles Molecular Dynamics code that is capable of performing large-scale electronics structure calculations and molecular dynamics simulations of atomistic systems.	C++
https://github.com/llnl/repligit	repligit	A Git client for mirroring multiple remotes without storing state	Python
https://github.com/llnl/scaleupROM	scaleupROM	Scalable Reduced Order Model with Discontinuous Galerkin Domain Decomposition	C++
https://github.com/llnl/RAJA	RAJA	RAJA Performance Portability Layer (C++)	C++
https://github.com/llnl/Surfactant	Surfactant	Modular framework for file information extraction and dependency analysis to generate accurate SBOMs	Python
https://github.com/llnl/popclass	popclass	A python package that allows flexible, probabilistic classification of a microlensing event	Python
https://github.com/llnl/units	units	A run-time C++ library for working with units of measurement and conversions between them and with string representations of units and measurements	C++
https://github.com/llnl/radiuss-docker	radiuss-docker	Automated builds of Docker container bases for RADIUSS projects	Dockerfile
https://github.com/llnl/WarpX	WarpX	WarpX is an advanced, time-based electromagnetic & electrostatic Particle-In-Cell code.	C++
https://github.com/llnl/axom	axom	CS infrastructure components for HPC applications	C++
https://github.com/llnl/GPLaSDI	GPLaSDI	Gaussian process-based interpretable latent space dynamics identification through deep autoencoder	Python
https://github.com/llnl/Tribol	Tribol	Modular interface physics library featuring state-of-the-art contact physics methods.	C++
https://github.com/llnl/ERF	ERF	Energy Research and Forecasting Model	C++
https://github.com/llnl/quandary	quandary	Optimal control for open quantum systems	C++
https://github.com/llnl/Umpire	Umpire	An application-focused API for memory management on NUMA & GPU architectures	C++
https://github.com/llnl/smith	smith	Smith is a high order nonlinear thermomechanical simulation code	C++
https://github.com/llnl/spheral	spheral		C++
https://github.com/llnl/quandary-examples	quandary-examples	Examples for Quandary	Jupyter Notebook
https://github.com/llnl/CHAI	CHAI	Copy-hiding array abstraction to automatically migrate data between memory spaces	C++
https://github.com/llnl/dftracer	dftracer	A multi-level dataflow tracer for capturing I/O calls from workflows.	Jupyter Notebook
https://github.com/llnl/ISO-DART	ISO-DART	ISO-DART: Independent System Operator Data Automated Request Tool	Python
https://github.com/llnl/conduit	conduit	Simplified Data Exchange for HPC Simulations	C++
https://github.com/llnl/mphys-surrogate-model	mphys-surrogate-model	This repository contains python scripts for training latent-space machine learning representations of warm rain droplet microphysics	Python
https://github.com/llnl/hiop	hiop	HPC solver for nonlinear optimization problems	C++
https://github.com/llnl/radiuss-shared-ci	radiuss-shared-ci	Shared Gitlab CI configuration for RADIUSS projects	
https://github.com/llnl/microbenchmarks	microbenchmarks		C++
https://github.com/llnl/radiuss-spack-configs	radiuss-spack-configs	Shared spack configurations for RADIUSS projects	Python
https://github.com/llnl/hdbind	hdbind		Jupyter Notebook
https://github.com/llnl/clippy	clippy		C++
https://github.com/llnl/PYB11Generator	PYB11Generator	PYB11Generator is a python based code generator that creates pybind11 code for binding C++ libraries as extensions in Python.	Python
https://github.com/llnl/SAMRAI	SAMRAI	Structured Adaptive Mesh Refinement Application Infrastructure - a scalable C++ framework for block-structured AMR application development	C++
https://github.com/llnl/UETOOLS	UETOOLS		Jupyter Notebook
https://github.com/llnl/mpibind	mpibind	Pragmatic, Productive, and Portable Affinity for HPC	C
https://github.com/llnl/ATS	ATS	ATS - Automated Testing System - is an open-source, Python-based tool for automating the running of tests of an application across a broad range of high performance computers.	Python
https://github.com/llnl/CARE	CARE	CHAI and RAJA provide an excellent base on which to build portable codes. CARE expands that functionality, adding new features such as loop fusion capability and a portable interface for many numerical algorithms. It provides all the basics for anyone wanting to write portable code.	C++
https://github.com/llnl/pEyeON	pEyeON	Repository for the EyeON file manifest tool	Python
https://github.com/llnl/ContinuationSolvers	ContinuationSolvers		C++
https://github.com/llnl/Caliper	Caliper	Caliper is an instrumentation and performance profiling library	C++
https://github.com/llnl/dfanalyzer	dfanalyzer	Layered data-flow analysis for HPC I/O.	Jupyter Notebook
https://github.com/llnl/Wintap-Analytics	Wintap-Analytics	A collection of various tooling for analyzing and inspecting Wintap data.	Jupyter Notebook
https://github.com/llnl/llnl.github.io	llnl.github.io	Public home for LLNL software catalog	JavaScript
https://github.com/llnl/SEAMsurrogates	SEAMsurrogates	"Shared Education in Artificial intelligence and Machine learning (SEAM) professional development course on ""Surrogate Modeling and Design Optimization,"" as designed at LLNL."	Python
https://github.com/llnl/Kripke	Kripke	Kripke is a simple, scalable, 3D Sn deterministic particle transport code	C++
https://github.com/llnl/echemfem	echemfem	Finite Element Method for Electrochemical Transport (EchemFEM)	Python
https://github.com/llnl/session-recorder	session-recorder	Allows you to record a browser and voice, and produce a session. Inspired by Playwright's repo.	TypeScript
https://github.com/llnl/merlin	merlin	Machine Learning for HPC Workflows	Python
https://github.com/llnl/INGRID	INGRID	Interactive Grid Generator for Tokamak Boundary Region	Python
https://github.com/llnl/inq	inq	This is a mirror. Please check our main website on gitlab.	C++
https://github.com/llnl/pydftracer	pydftracer	This repository contains the python binding for DFTracer	Python
https://github.com/llnl/COGENT	COGENT		C++
https://github.com/llnl/CompilerGPT	CompilerGPT	Driver tieing together compiler and AI models to achieve better code optimizations.	C
https://github.com/llnl/ExaCA	ExaCA	Cellular automata code for alloy nucleation and solidification written with Kokkos	C++
https://github.com/llnl/OGhidra	OGhidra	OGhidra bridges Large Language Models (LLMs) via Ollama with the Ghidra reverse engineering platform, enabling AI-driven binary analysis through natural language. Interact with Ghidra using conversational queries and automate complex reverse engineering workflows.	Python
https://github.com/llnl/FPChecker	FPChecker	A dynamic analysis tool to detect floating-point errors in HPC applications.	Python
https://github.com/llnl/uberenv	uberenv	Automates using spack to build and deploy software	Shell
https://github.com/llnl/ygm	ygm		C++
https://github.com/llnl/hubcast	hubcast	An event driven synchronization application for bridging GitHub and GitLab	Python
https://github.com/llnl/protlib-designer	protlib-designer	Integer Linear Programming for Protein Library Design	Python
https://github.com/llnl/treescape	treescape		Jupyter Notebook
https://github.com/llnl/thicket	thicket		JavaScript
https://github.com/llnl/blt	blt	A streamlined CMake build system foundation for developing HPC software	C++
https://github.com/llnl/pefile	pefile	pefile is a Python module to read and work with PE (Portable Executable) files	Python
https://github.com/llnl/pefile-tests	pefile-tests	Test suite for pefile	Python
https://github.com/llnl/Spindle	Spindle	Scalable dynamic library and python loading in HPC environments	C
https://github.com/llnl/zfp	zfp	Compressed numerical arrays that support high-speed random access	C++
https://github.com/llnl/dapper	dapper	Dependency Analysis Project - tools to discover implicit dependencies in source code and on systems	Python
https://github.com/llnl/romweb	romweb	Reduced order model (ROM) website	Less
https://github.com/llnl/datacrumbs	datacrumbs	A multi-level dataflow profiler for capture I/O calls from worklows.	Jupyter Notebook
https://github.com/llnl/hatchet	hatchet	Graph-indexed Pandas DataFrames for analyzing hierarchical performance data	JavaScript
https://github.com/llnl/axom_data	axom_data	Input data for axom tests and examples	Python
https://github.com/llnl/saltatlas	saltatlas		C++
https://github.com/llnl/AMS	AMS		C++
https://github.com/llnl/jsonlogic	jsonlogic		C++
https://github.com/llnl/clippy-cpp	clippy-cpp		C++
https://github.com/llnl/playwright	playwright	Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API.	TypeScript
https://github.com/llnl/SHOCK-UQ	SHOCK-UQ	This repository is for the Uncertainty Quantification Demystified class given at SCCM 2025.	Python
https://github.com/llnl/fence-agents	fence-agents	Fence agents for use with ClusterLabs Pacemaker	Python
https://github.com/llnl/zfs	zfs	ZFS on Linux - the official OpenZFS implementation for Linux.	C
https://github.com/llnl/Aluminum	Aluminum	High-performance, GPU-aware communication library	C++
https://github.com/llnl/invisorg	invisorg	"The code in this repository is in support of the paper ""An Embeddings Fusion Approach Predicts Disease State from Microbiome Features""."	Python
https://github.com/llnl/polytope	polytope	A library for generating Voronoi and Voronoi-like tessellations for computational domains with nontrivial boundaries.	C++
https://github.com/llnl/PolyClipper	PolyClipper	PolyClipper provides methods to clip arbitrary polygons (in 2D) and polyhedra (in 3D) by planes.	C++
https://github.com/llnl/maestrowf	maestrowf	A tool to easily orchestrate general computational workflows both locally and on supercomputers	Python
https://github.com/llnl/denodo-ai-sdk	denodo-ai-sdk	The Denodo AI SDK is an open-source software package that enables AI-powered application developers to develop and deploy their applications quickly, by streamlining all the data-related work in their development lifecycle enabling Denodo for higher AI accuracy and better performance.	Python
https://github.com/llnl/benchpark-tutorial	benchpark-tutorial		Shell
https://github.com/llnl/H5Z-ZFP	H5Z-ZFP	A registered ZFP compression plugin for HDF5	C
https://github.com/llnl/AMPE	AMPE	Adaptive Mesh Phase-field Evolution	C++
https://github.com/llnl/exajugo	exajugo	ExaJuGO: Exascale Julia Grid Optimization	MATLAB
https://github.com/llnl/ldms	ldms	TOSS fork of LDMS	C
https://github.com/llnl/analog	analog	Analog Computing Project	MATLAB
https://github.com/llnl/dmx-learn	dmx-learn	A Python package for creating and training deep graphical models for heterogenous data.	Jupyter Notebook
https://github.com/llnl/Wintap	Wintap	An extensible host-based agent for Windows.	C#
https://github.com/llnl/Lintap	Lintap	Proof of concept host-based event sensor for Linux. An attempt to implement Wintap for Linux.	
https://github.com/llnl/camp	camp	Compiler agnostic metaprogramming library providing concepts, type operations and tuples for C++ and cuda	C++
https://github.com/llnl/Silo	Silo	Mesh and Field I/O Library and Scientific Database	C
https://github.com/llnl/gretl	gretl	Graph-based reversible evaluation and tangents library	C++
https://github.com/llnl/libROM	libROM	Data-driven model reduction library with an emphasis on large scale parallelism and linear subspace methods	C++
https://github.com/llnl/MPIDiff	MPIDiff	MPIDiff is a C++ library for pairing a correct version of an executable with a version that may have bugs or race conditions in it. The correct version checks that the data communicated from the other program matches its own and reports any differences.	C++
https://github.com/llnl/AC2Dr	AC2Dr	2-D finite difference codes for acoustic wave simulations	C
https://github.com/llnl/krowkee	krowkee	A high-performance computing toolkit for scalably summarizing many data streams in distributed memory.	C++
https://github.com/llnl/ExaConstit	ExaConstit	A crystal plasticity FEM code that runs on the GPU	C++
https://github.com/llnl/ExaCMech	ExaCMech	A GPU-friendly materials library with a focus on crystal plasticity methods	C++
https://github.com/llnl/protein_tune_rl	protein_tune_rl	Protein design with infilling language models and reinforcement learning — for antibodies and beyond.	Python
https://github.com/llnl/Privateer	Privateer	Multi-versioned memory-mapped data stores for high-performance data science	C++
https://github.com/llnl/shroud	shroud	Shroud: generate Fortran and Python wrappers for C and C++ libraries	Fortran
https://github.com/llnl/STAT	STAT	STAT - the Stack Trace Analysis Tool	C
https://github.com/llnl/exadis	exadis	ExaDiS (Exascale Dislocation Simulator) is a portable library for Discrete Dislocation Dynamics simulations that runs on GPU	C++
https://github.com/llnl/APBuilder	APBuilder	Python tool to create AC2Dr atmosphere profiles from weather models.	Python
https://github.com/llnl/radiuss-aws-tutorials	radiuss-aws-tutorials	AWS CloudFormation stack for deploying containerized tutorials.	Python
https://github.com/llnl/elastic-stacker	elastic-stacker	A tool for importing and exporting Elastic Stack configuration to and from files.	Python
https://github.com/llnl/dftracer-utils	dftracer-utils	A collection of utilities for DFTracer	C++
https://github.com/llnl/FLORA	FLORA	Solves, in a 2-D domain, for the linearized stability of a long thin axisymetric equilibrium.	Mathematica
https://github.com/llnl/variorum	variorum	Vendor-neutral library for exposing power and performance features across diverse architectures	C++
https://github.com/llnl/Adiak	Adiak	Standard interface for collecting HPC run metadata	C++
https://github.com/llnl/FAS	FAS	MGOPT/FAS methods for ML	Jupyter Notebook
https://github.com/llnl/Skywing	Skywing	A platform for building collaborative autonomy-focused applications.	C++
https://github.com/llnl/serac_tests	serac_tests	This repository stores test data for the Serac project.	Shell
https://github.com/llnl/metall	metall	Persistent memory allocator for data-centric analytics	C++
https://github.com/llnl/Wintap-PyUtil	Wintap-PyUtil		Python
https://github.com/llnl/paraview_mcp	paraview_mcp	ParaView-MCP integrates multimodal LLMs with ParaView via Model Context Protocol, enabling natural language control of scientific visualizations. The agent observes the viewport for visual feedback, making complex visualization tool accessible to all users while providing intelligent automation for experts.	Python
https://github.com/llnl/scr	scr	SCR caches checkpoint data in storage on the compute nodes of a Linux cluster to provide a fast, scalable checkpoint / restart capability for MPI codes.	C
https://github.com/llnl/dftracer-traces	dftracer-traces	DFtracer Traces	
https://github.com/llnl/SNLS	SNLS	GPU-friendly Small Non-Linear Solvers (SNLS)	C++
https://github.com/llnl/fudge	fudge	For Updating Data and Generating Evaluations (FUDGE): LLNL code for managing nuclear data	Python
https://github.com/llnl/ctm	ctm	Common Electric Power Transmission System Model	C++
https://github.com/llnl/SSAPy	SSAPy	A Python package allowing for fast and precise orbital modeling.	Python
https://github.com/llnl/PyDV	PyDV	PyDV: Python Data Visualizer	Python
https://github.com/llnl/ossp-ingest-tool	ossp-ingest-tool	This project provides a web interface for ingesting, analyzing, and visualizing Software Bill of Materials (SBOM) data with asset data. The data can then be consolodated, redacted, and exported for downstream data aggregation or tool use.	Python
https://github.com/llnl/Frescox	Frescox	Scattering code Frescox for coupled-channels calculations	Fortran
https://github.com/llnl/redwoods_pwfs	redwoods_pwfs	This release includes code developed by Benjamin Gerard and Joel Hurtado in summer 2025 to model the performance of different modes of the reflective three-sided pyramid wavefront sensor instrument within the REDWOODS module of the Shane Adaptive Optics system at Lick observatory.	Jupyter Notebook
https://github.com/llnl/lustre	lustre	LLNL's branches of Lustre	C
